CustomerID,session_id,session_start,session_end,total_items,total_value,num_products,session_duration_mins,hour_of_day
12415,16,2011-11-15 10:32:00,2011-11-15 10:32:00,2890,53.730000000000004,26,0.0,10
12415,17,2011-11-15 14:22:00,2011-11-15 14:22:00,240,1.79,1,0.0,14
12415,2,2011-01-10 09:58:00,2011-01-10 09:58:00,96,0.85,1,0.0,9
12415,3,2011-02-15 09:52:00,2011-02-15 09:52:00,8384,191.73,69,0.0,9
12415,4,2011-03-03 10:59:00,2011-03-03 10:59:00,10272,257.77,82,0.0,10
12415,5,2011-04-01 14:28:00,2011-04-01 14:28:00,1,350.0,1,0.0,14
12415,6,2011-05-17 15:42:00,2011-05-17 15:42:00,8268,197.25,73,0.0,15
12415,7,2011-05-20 14:13:00,2011-05-20 14:13:00,316,19.06,3,0.0,14
12415,8,2011-06-15 13:37:00,2011-06-15 13:37:00,15241,286.96,139,0.0,13
12415,9,2011-07-13 15:30:00,2011-07-13 15:31:00,4332,17.7,23,1.0,15
12417,1,2010-12-17 11:51:00,2010-12-17 11:51:00,60,77.03999999999999,11,0.0,11
12417,2,2011-01-25 09:11:00,2011-01-25 09:11:00,108,90.47,16,0.0,9
12417,3,2011-03-03 14:12:00,2011-03-03 14:12:00,126,127.17,19,0.0,14
12417,4,2011-04-28 13:09:00,2011-04-28 13:09:00,267,72.05,23,0.0,13
12417,5,2011-06-05 15:46:00,2011-06-05 15:46:00,134,160.33,23,0.0,15
12417,6,2011-08-04 18:51:00,2011-08-04 18:51:00,190,96.25,21,0.0,18
12417,7,2011-08-25 10:26:00,2011-08-25 10:26:00,344,141.98,35,0.0,10
12417,8,2011-10-31 16:02:00,2011-10-31 16:02:00,148,164.2,24,0.0,16
12417,9,2011-12-06 14:52:00,2011-12-06 14:52:00,175,95.39,20,0.0,14
12418,1,2011-08-19 11:08:00,2011-08-19 11:08:00,407,121.19,34,0.0,11
12420,1,2011-10-07 08:55:00,2011-10-07 08:55:00,345,136.51,29,0.0,8
12421,1,2011-01-24 15:09:00,2011-01-24 15:09:00,104,45.730000000000004,11,0.0,15
12421,2,2011-06-19 13:54:00,2011-06-19 13:54:00,145,64.83,14,0.0,13
12421,3,2011-08-17 10:56:00,2011-08-17 10:56:00,158,44.510000000000005,11,0.0,10
12421,4,2011-11-24 09:07:00,2011-11-24 09:07:00,77,48.34,9,0.0,9
12422,1,2011-01-19 09:13:00,2011-01-19 09:13:00,113,36.6,13,0.0,9
12422,2,2011-06-24 13:20:00,2011-06-24 13:20:00,175,76.03,18,0.0,13
12422,3,2011-09-05 09:48:00,2011-09-05 09:48:00,82,14.52,8,0.0,9
12423,1,2010-12-21 10:54:00,2010-12-21 10:54:00,188,42.19,16,0.0,10
12423,2,2011-02-21 09:52:00,2011-02-21 09:52:00,194,35.29,15,0.0,9
12423,3,2011-03-21 11:46:00,2011-03-21 11:46:00,139,91.05,20,0.0,11
12423,4,2011-04-07 12:04:00,2011-04-07 12:04:00,248,35.84,18,0.0,12
12423,5,2011-05-23 10:48:00,2011-05-23 10:48:00,161,80.78,22,0.0,10
12423,6,2011-06-01 09:26:00,2011-06-01 09:26:00,57,19.32,5,0.0,9
12423,7,2011-08-31 08:55:00,2011-08-31 08:55:00,149,27.509999999999998,12,0.0,8
12423,8,2011-12-09 10:10:00,2011-12-09 10:10:00,203,32.22,17,0.0,10
12424,1,2011-06-30 12:06:00,2011-06-30 12:06:00,740,83.42,30,0.0,12
12425,1,2011-09-22 17:31:00,2011-09-22 17:31:00,496,92.32,36,0.0,17
12426,1,2011-05-29 12:26:00,2011-05-29 12:26:00,258,118.09,30,0.0,12
12427,1,2010-12-03 10:44:00,2010-12-03 10:44:00,79,49.25,10,0.0,10
12427,2,2011-10-10 15:15:00,2011-10-10 15:15:00,114,60.78,15,0.0,15
12427,3,2011-11-18 08:56:00,2011-11-18 08:56:00,340,32.23,6,0.0,8
12428,1,2011-03-01 09:33:00,2011-03-01 09:35:00,2125,598.04,193,2.0,9
12428,2,2011-03-01 16:53:00,2011-03-01 16:53:00,2,275.6,1,0.0,16
12428,3,2011-03-20 15:46:00,2011-03-20 15:46:00,63,92.65,10,0.0,15
12428,4,2011-03-30 15:48:00,2011-03-30 15:48:00,346,44.25,10,0.0,15
12428,5,2011-04-11 10:04:00,2011-04-11 10:04:00,237,70.7,21,0.0,10
12428,6,2011-07-05 12:23:00,2011-07-05 12:23:00,228,103.85,20,0.0,12
12428,7,2011-08-11 12:58:00,2011-08-11 12:58:00,385,87.09,24,0.0,12
12428,8,2011-11-14 08:22:00,2011-11-14 08:22:00,150,88.28,15,0.0,8
12429,1,2010-12-09 12:05:00,2010-12-09 12:05:00,454,92.97,20,0.0,12
12429,2,2011-04-26 11:44:00,2011-04-26 11:44:00,198,114.33,21,0.0,11
12429,3,2011-06-20 12:14:00,2011-06-20 12:14:00,393,95.62,29,0.0,12
12429,4,2011-11-30 17:22:00,2011-11-30 17:22:00,512,49.26,27,0.0,17
12430,1,2011-10-27 15:09:00,2011-10-27 15:09:00,117,68.48,11,0.0,15
12431,1,2010-12-01 10:03:00,2010-12-01 10:03:00,107,73.9,14,0.0,10
12431,10,2011-07-26 10:16:00,2011-07-26 10:16:00,72,1.65,1,0.0,10
12431,11,2011-08-12 14:19:00,2011-08-12 14:19:00,374,24.26,10,0.0,14
12431,12,2011-10-06 09:31:00,2011-10-06 09:32:00,266,132.87,29,1.0,9
12431,13,2011-10-10 14:49:00,2011-10-10 14:49:00,196,47.72,17,0.0,14
12431,14,2011-11-04 11:55:00,2011-11-04 11:55:00,336,1.79,1,0.0,11
12431,2,2010-12-17 14:10:00,2010-12-17 14:10:00,146,35.1,9,0.0,14
12431,3,2011-01-28 14:37:00,2011-01-28 14:37:00,110,91.76,20,0.0,14
12431,4,2011-02-17 08:23:00,2011-02-17 08:23:00,279,136.2,37,0.0,8
12431,5,2011-02-27 14:43:00,2011-02-27 14:43:00,217,34.4,10,0.0,14
12431,6,2011-05-12 12:34:00,2011-05-12 12:34:00,184,95.72,23,0.0,12
12431,7,2011-05-23 09:14:00,2011-05-23 09:14:00,231,69.19,17,0.0,9
12431,8,2011-07-19 10:42:00,2011-07-19 10:42:00,174,87.36,23,0.0,10
12431,9,2011-07-24 12:05:00,2011-07-24 12:05:00,214,57.57,20,0.0,12
12432,1,2011-06-20 13:27:00,2011-06-20 13:29:00,1426,347.71000000000004,74,2.0,13
12432,2,2011-06-22 13:12:00,2011-06-22 13:12:00,1,700.0,1,0.0,13
12432,3,2011-10-28 11:40:00,2011-10-28 11:43:00,374,91.78,32,3.0,11
12433,1,2010-12-01 13:24:00,2010-12-01 13:24:00,1852,102.67,73,0.0,13
12433,2,2010-12-08 16:49:00,2010-12-08 16:49:00,1730,136.16,74,0.0,16
12433,3,2011-09-09 13:44:00,2011-09-09 13:44:00,1849,214.39,81,0.0,13
12433,4,2011-10-27 13:43:00,2011-10-27 13:43:00,1114,146.03,58,0.0,13
12433,5,2011-11-30 14:05:00,2011-11-30 14:05:00,2299,164.7,68,0.0,14
12433,6,2011-12-09 08:48:00,2011-12-09 08:48:00,2215,155.35,65,0.0,8
12433,7,2011-12-09 10:02:00,2011-12-09 10:02:00,12,1.65,1,0.0,10
12434,1,2011-03-24 13:05:00,2011-03-24 13:05:00,77,85.7,16,0.0,13
12434,2,2011-09-16 12:38:00,2011-09-16 12:38:00,317,97.93,34,0.0,12
12435,1,2011-03-17 07:40:00,2011-03-17 07:40:00,879,122.21,19,0.0,7
12435,2,2011-09-21 09:06:00,2011-09-21 09:06:00,1176,75.04,17,0.0,9
12436,1,2011-09-01 12:09:00,2011-09-01 12:09:00,211,84.28,16,0.0,12
12437,1,2011-01-12 14:13:00,2011-01-12 14:13:00,134,51.15,7,0.0,14
12437,10,2011-09-22 16:58:00,2011-09-22 16:58:00,173,32.55,10,0.0,16
12437,11,2011-10-27 13:44:00,2011-10-27 13:44:00,78,60.59,11,0.0,13
12437,12,2011-11-03 09:43:00,2011-11-03 09:43:00,567,80.64,39,0.0,9
12437,13,2011-11-03 13:24:00,2011-11-03 13:24:00,94,46.230000000000004,10,0.0,13
12437,14,2011-11-18 15:14:00,2011-11-18 15:14:00,93,53.35,10,0.0,15
12437,15,2011-11-30 16:47:00,2011-11-30 16:47:00,99,84.14,14,0.0,16
12437,16,2011-12-08 11:35:00,2011-12-08 11:35:00,21,33.7,3,0.0,11
12437,2,2011-02-02 15:22:00,2011-02-02 15:22:00,207,24.22,10,0.0,15
12437,3,2011-02-23 16:44:00,2011-02-23 16:45:00,362,49.33,21,1.0,16
12437,4,2011-03-16 14:37:00,2011-03-16 14:37:00,98,35.93,8,0.0,14
12437,5,2011-04-28 11:45:00,2011-04-28 11:45:00,147,37.85,8,0.0,11
12437,6,2011-05-18 10:34:00,2011-05-18 10:34:00,154,53.1,10,0.0,10
12437,7,2011-05-25 10:08:00,2011-05-25 10:08:00,182,56.94,11,0.0,10
12437,8,2011-06-15 09:01:00,2011-06-15 09:01:00,359,43.89,13,0.0,9
12437,9,2011-09-02 13:14:00,2011-09-02 13:15:00,154,54.89,14,1.0,13
12438,1,2011-07-22 13:29:00,2011-07-22 13:29:00,586,168.63,49,0.0,13
12438,2,2011-11-25 13:28:00,2011-11-25 13:28:00,594,213.07,49,0.0,13
12441,1,2010-12-08 10:45:00,2010-12-08 10:45:00,121,40.71,11,0.0,10
12442,1,2011-12-06 14:22:00,2011-12-06 14:22:00,182,40.08,12,0.0,14
12444,1,2011-06-21 14:00:00,2011-06-21 14:00:00,582,473.36,90,0.0,14
12444,2,2011-08-10 08:41:00,2011-08-10 08:41:00,68,163.24,15,0.0,8
12444,3,2011-09-15 09:43:00,2011-09-15 09:43:00,178,101.91,20,0.0,9
12444,4,2011-10-12 12:08:00,2011-10-12 12:08:00,85,194.57999999999998,17,0.0,12
12444,5,2011-11-18 13:23:00,2011-11-18 13:23:00,240,186.04,34,0.0,13
12445,1,2011-11-17 18:43:00,2011-11-17 18:43:00,62,31.95,4,0.0,18
12446,1,2011-10-13 12:50:00,2011-10-13 12:50:00,351,248.1,57,0.0,12
12447,1,2011-04-10 13:25:00,2011-04-10 13:25:00,190,92.93,26,0.0,13
12448,1,2011-10-26 13:46:00,2011-10-26 13:46:00,243,130.94,22,0.0,13
12449,1,2011-06-05 15:37:00,2011-06-05 15:37:00,390,160.91,48,0.0,15
12449,2,2011-08-02 09:14:00,2011-08-02 09:14:00,267,171.8,39,0.0,9
12449,3,2011-09-09 09:13:00,2011-09-09 09:13:00,372,167.88,45,0.0,9
12449,4,2011-11-17 13:46:00,2011-11-17 13:46:00,524,205.1,59,0.0,13
12450,1,2011-06-19 14:36:00,2011-06-19 14:36:00,64,10.04,6,0.0,14
12450,2,2011-07-06 14:41:00,2011-07-06 14:41:00,64,2.9,2,0.0,14
12451,1,2011-01-19 09:05:00,2011-01-19 09:05:00,2334,226.22,101,0.0,9
12451,2,2011-05-05 17:34:00,2011-05-05 17:34:00,1771,201.42,94,0.0,17
12451,3,2011-10-05 12:52:00,2011-10-05 12:52:00,1650,278.69,100,0.0,12
12451,4,2011-11-18 09:58:00,2011-11-18 09:58:00,669,78.29,44,0.0,9
12451,5,2011-11-29 08:40:00,2011-11-29 08:40:00,151,82.71000000000001,15,0.0,8
12452,1,2011-11-23 08:05:00,2011-11-23 08:05:00,183,58.67,21,0.0,8
12452,2,2011-11-23 10:28:00,2011-11-23 10:28:00,2,40.0,1,0.0,10
12453,1,2011-07-28 14:08:00,2011-07-28 14:08:00,473,102.91,43,0.0,14
12454,1,2011-10-14 17:13:00,2011-10-14 17:13:00,1006,109.23,15,0.0,17
12455,1,2011-02-16 09:56:00,2011-02-16 09:56:00,1522,93.36,41,0.0,9
12455,2,2011-02-17 17:05:00,2011-02-17 17:05:00,1,15.0,1,0.0,17
12455,3,2011-06-03 11:33:00,2011-06-03 11:33:00,107,59.52,13,0.0,11
12455,4,2011-07-06 13:18:00,2011-07-06 13:18:00,103,39.6,11,0.0,13
12455,5,2011-08-04 11:07:00,2011-08-04 11:07:00,33,34.32,5,0.0,11
12455,6,2011-09-27 15:31:00,2011-09-27 15:31:00,323,43.8,19,0.0,15
12456,1,2011-03-30 09:12:00,2011-03-30 09:12:00,445,171.56,41,0.0,9
12456,2,2011-07-31 15:25:00,2011-07-31 15:25:00,628,156.95,45,0.0,15
12456,3,2011-10-26 14:41:00,2011-10-26 14:41:00,560,124.56,39,0.0,14
12457,1,2011-04-14 18:57:00,2011-04-14 18:57:00,196,136.4,22,0.0,18
12457,2,2011-04-15 13:48:00,2011-04-15 13:48:00,101,41.79,2,0.0,13
12457,3,2011-04-20 10:10:00,2011-04-20 10:10:00,100,1.79,1,0.0,10
12457,4,2011-09-14 15:54:00,2011-09-14 15:54:00,376,100.26,34,0.0,15
12457,5,2011-09-15 14:25:00,2011-09-15 14:25:00,4,40.0,1,0.0,14
12457,6,2011-09-19 09:04:00,2011-09-19 09:04:00,33,5.95,1,0.0,9
12457,7,2011-10-04 13:13:00,2011-10-04 13:13:00,33,5.95,1,0.0,13
12458,1,2011-02-28 10:55:00,2011-02-28 10:55:00,270,73.86,19,0.0,10
